tier,track,primary_track,paper_id,sequence,status,evidence_level,year,venue,title,overview_path,started_on,completed_on,problem_and_assumptions,observation_state_action_control,embodiment_task_data_metrics,failure_modes,research_relevance,next_action,personal_notes
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0938,154,UNREAD,FULL_TEXT_CHECKED,2025,ICLR,Latent Action Pretraining from Videos,./2025/ICLR/2025_ICLR_Latent-Action-Pretraining-from-Videos/01_overview.md,,,,,,,,,
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0939,155,UNREAD,FULL_TEXT_CHECKED,2024,ICML,3D-VLA: A 3D Vision-Language-Action Generative World Model,./2024/ICML/2024_ICML_3D-VLA-A-3D-Vision-Language-Action-Generative-World-Model/01_overview.md,,,,,,,,,
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0940,156,UNREAD,FULL_TEXT_CHECKED,2024,NeurIPS,VLMimic: Vision Language Models are Visual Imitation Learner for Fine-grained Actions,./2024/NeurIPS/2024_NeurIPS_VLMimic-Vision-Language-Models-are-Visual-Imitation-Learne/01_overview.md,,,,,,,,,
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0933,157,UNREAD,FULL_TEXT_CHECKED,2024,RSS,MIRAGE: Cross-Embodiment Zero-Shot Policy Transfer with Cross-Painting,./2024/RSS/2024_RSS_MIRAGE-Cross-Embodiment-Zero-Shot-Policy-Transfer-with-Cro/01_overview.md,,,,,,,,,
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0934,158,UNREAD,FULL_TEXT_CHECKED,2024,RSS,Pushing the Limits of Cross-Embodiment Learning for Manipulation and Navigation,./2024/RSS/2024_RSS_Pushing-the-Limits-of-Cross-Embodiment-Learning-for-Manipu/01_overview.md,,,,,,,,,
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0259,159,UNREAD,FULL_TEXT_CHECKED,2026,ECCV,LIBERO-Safety: A Comprehensive Benchmark for Physical and Semantic Safety in Vision-Language-Action Models,./2026/ECCV/2026_ECCV_LIBERO-Safety-A-Comprehensive-Benchmark-for-Physical-and-S/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0870,160,UNREAD,FULL_TEXT_CHECKED,2025,CoRL,DreamGen: Unlocking Generalization in Robot Learning through Video World Models,./2025/CoRL/2025_CoRL_DreamGen-Unlocking-Generalization-in-Robot-Learning-throug/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0871,161,UNREAD,FULL_TEXT_CHECKED,2026,ICML,DreamDojo: A Generalist Robot World Model from Large-Scale Human Videos,./2026/ICML/2026_ICML_DreamDojo-A-Generalist-Robot-World-Model-from-Large-Scale/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0679,162,UNREAD,FULL_TEXT_CHECKED,2019,ICML,Learning Latent Dynamics for Planning from Pixels,./2019/ICML/2019_ICML_Learning-Latent-Dynamics-for-Planning-from-Pixels/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0680,163,UNREAD,FULL_TEXT_CHECKED,2020,ICLR,Dream to Control: Learning Behaviors by Latent Imagination,./2020/ICLR/2020_ICLR_Dream-to-Control-Learning-Behaviors-by-Latent-Imagination/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0683,164,UNREAD,FULL_TEXT_CHECKED,2025,Nature,Mastering Diverse Domains through World Models,./2025/Nature/2025_Nature_Mastering-Diverse-Domains-through-World-Models/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0685,165,UNREAD,FULL_TEXT_CHECKED,2025,RSS,PIN-WM: Learning Physics-INformed World Models for Non-Prehensile Manipulation,./2025/RSS/2025_RSS_PIN-WM-Learning-Physics-INformed-World-Models-for-Non-Preh/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0701,166,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Unified World Models: Coupling Video and Action Diffusion for Pretraining on Large Robotic Datasets,./2025/RSS/2025_RSS_Unified-World-Models-Coupling-Video-and-Action-Diffusion-f/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0703,167,UNREAD,FULL_TEXT_CHECKED,2025,arXiv,FlowDreamer: A RGB-D World Model with Flow-based Motion Representations for Robot Manipulation,./2025/arXiv/2025_arXiv_FlowDreamer-A-RGB-D-World-Model-with-Flow-based-Motion-Rep/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0752,168,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Can We Detect Failures Without Failure Data? Uncertainty-Aware Runtime Failure Detection for Imitation Learning Policies,./2025/RSS/2025_RSS_Can-We-Detect-Failures-Without-Failure-Data-Uncertainty-Aw/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0696,169,UNREAD,FULL_TEXT_CHECKED,2025,NeurIPS,SAFE: Multitask Failure Detection for Vision-Language-Action Models,./2025/NeurIPS/2025_NeurIPS_SAFE-Multitask-Failure-Detection-for-Vision-Language-Actio/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0698,170,UNREAD,FULL_TEXT_CHECKED,2026,ICLR,WorldGym: World Model as An Environment for Policy Evaluation,./2026/ICLR/2026_ICLR_WorldGym-World-Model-as-An-Environment-for-Policy-Evaluati/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0688,171,UNREAD,FULL_TEXT_CHECKED,2026,ICLR,WMPO: World Model-based Policy Optimization for Vision-Language-Action Models,./2026/ICLR/2026_ICLR_WMPO-World-Model-based-Policy-Optimization-for-Vision-Lang/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0812,172,UNREAD,FULL_TEXT_CHECKED,2026,CVPR,FLARE: A Failure-Aware Framework for Autonomous Correction and Recovery in Visual-Language Robotic Manipulation,./2026/CVPR/2026_CVPR_FLARE-A-Failure-Aware-Framework-for-Autonomous-Correction/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0813,173,UNREAD,FULL_TEXT_CHECKED,2026,ICML,Can VLMs Diagnose and Recover from VLA Manipulation Faults?,./2026/ICML/2026_ICML_Can-VLMs-Diagnose-and-Recover-from-VLA-Manipulation-Faults/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0816,174,UNREAD,FULL_TEXT_CHECKED,2026,ICML,Temporal Difference Calibration in Sequential Tasks: Application to Vision-Language-Action Models,./2026/ICML/2026_ICML_Temporal-Difference-Calibration-in-Sequential-Tasks-Applic/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0819,175,UNREAD,FULL_TEXT_CHECKED,2026,RSS,Memory Retrieval in Visuomotor Policies for Long-Horizon Robot Control,./2026/RSS/2026_RSS_Memory-Retrieval-in-Visuomotor-Policies-for-Long-Horizon-R/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0876,176,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Demonstrating ViSafe: Vision-enabled Safety for High-speed Detect and Avoid,./2025/RSS/2025_RSS_Demonstrating-ViSafe-Vision-enabled-Safety-for-High-speed/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0877,177,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Learned Perceptive Forward Dynamics Model for Safe and Platform-aware Robotic Navigation,./2025/RSS/2025_RSS_Learned-Perceptive-Forward-Dynamics-Model-for-Safe-and-Pla/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0878,178,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Certifiably-Correct Mapping for Safe Navigation Despite Odometry Drift,./2025/RSS/2025_RSS_Certifiably-Correct-Mapping-for-Safe-Navigation-Despite-Od/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0890,179,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Particle-Grid Neural Dynamics for Learning Deformable Object Models from RGB-D Videos,./2025/RSS/2025_RSS_Particle-Grid-Neural-Dynamics-for-Learning-Deformable-Obje/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0891,180,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Map Space Belief Prediction for Manipulation-Enhanced Mapping,./2025/RSS/2025_RSS_Map-Space-Belief-Prediction-for-Manipulation-Enhanced-Mapp/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0898,181,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Unified Video Action Model,./2025/RSS/2025_RSS_Unified-Video-Action-Model/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0900,182,UNREAD,FULL_TEXT_CHECKED,2025,RSS,From Foresight to Forethought: VLM-In-the-Loop Policy Steering via Latent Alignment,./2025/RSS/2025_RSS_From-Foresight-to-Forethought-VLM-In-the-Loop-Policy-Steer/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0905,183,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Prompting with the Future: Open-World Model Predictive Control with Interactive Digital Twins,./2025/RSS/2025_RSS_Prompting-with-the-Future-Open-World-Model-Predictive-Cont/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0921,184,UNREAD,FULL_TEXT_CHECKED,2025,AAAI,Self-Correcting Robot Manipulation via Gaussian-Splatted Foresight,./2025/AAAI/2025_AAAI_Self-Correcting-Robot-Manipulation-via-Gaussian-Splatted-F/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0279,185,UNREAD,FULL_TEXT_CHECKED,2025,IROS,WMNav: Integrating Vision-Language Models into World Models for Object Goal Navigation,./2025/IROS/2025_IROS_WMNav-Integrating-Vision-Language-Models-into-World-Models/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0699,186,UNREAD,FULL_TEXT_CHECKED,2024,ICML,RoboDreamer: Learning Compositional World Models for Robot Imagination,./2024/ICML/2024_ICML_RoboDreamer-Learning-Compositional-World-Models-for-Robot/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0700,187,UNREAD,FULL_TEXT_CHECKED,2024,ICLR,Learning Interactive Real-World Simulators,./2024/ICLR/2024_ICLR_Learning-Interactive-Real-World-Simulators/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0672,188,UNREAD,FULL_TEXT_CHECKED,2025,RSS,SafeMimic: Towards Safe and Autonomous Human-to-Robot Imitation for Mobile Manipulation,./2025/RSS/2025_RSS_SafeMimic-Towards-Safe-and-Autonomous-Human-to-Robot-Imita/01_overview.md,,,,,,,,,
NEXT,"World models, uncertainty, failure detection, and recovery","World models, safety, uncertainty, and recovery",pr-0687,189,UNREAD,FULL_TEXT_CHECKED,2026,ICLR,Ctrl-World: A Controllable Generative World Model for Robot Manipulation,./2026/ICLR/2026_ICLR_Ctrl-World-A-Controllable-Generative-World-Model-for-Robot/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0852,190,UNREAD,FULL_TEXT_CHECKED,2023,ICCV,Perpetual Humanoid Control for Real-time Simulated Avatars,./2023/ICCV/2023_ICCV_Perpetual-Humanoid-Control-for-Real-time-Simulated-Avatars/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0867,191,UNREAD,FULL_TEXT_CHECKED,2024,ACM Transactions on Graphics,MaskedMimic: Unified Physics-Based Character Control Through Masked Motion Inpainting,./2024/ACM-Transactions-on-Grap/2024_ACM-Transactions-on-Grap_MaskedMimic-Unified-Physics-Based-Character-Control-Throug/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0868,192,UNREAD,FULL_TEXT_CHECKED,2025,ICRA,HOVER: Versatile Neural Whole-Body Controller for Humanoid Robots,./2025/ICRA/2025_ICRA_HOVER-Versatile-Neural-Whole-Body-Controller-for-Humanoid/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0872,193,UNREAD,FULL_TEXT_CHECKED,2026,Science Robotics,SONIC: Supersizing Motion Tracking for Natural Humanoid Whole-Body Control,./2026/Science-Robotics/2026_Science-Robotics_SONIC-Supersizing-Motion-Tracking-for-Natural-Humanoid-Who/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0595,194,UNREAD,FULL_TEXT_CHECKED,2018,TOG / SIGGRAPH,DeepMimic: Example-Guided Deep Reinforcement Learning of Physics-Based Character Skills,./2018/TOG-SIGGRAPH/2018_TOG-SIGGRAPH_DeepMimic-Example-Guided-Deep-Reinforcement-Learning-of-Ph/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0654,195,UNREAD,FULL_TEXT_CHECKED,2018,RSS,Sim-to-Real: Learning Agile Locomotion For Quadruped Robots,./2018/RSS/2018_RSS_Sim-to-Real-Learning-Agile-Locomotion-For-Quadruped-Robots/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0655,196,UNREAD,FULL_TEXT_CHECKED,2020,Science Robotics,Learning Quadrupedal Locomotion over Challenging Terrain,./2020/Science-Robotics/2020_Science-Robotics_Learning-Quadrupedal-Locomotion-over-Challenging-Terrain/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0662,197,UNREAD,FULL_TEXT_CHECKED,2024,ICRA,Extreme Parkour with Legged Robots,./2024/ICRA/2024_ICRA_Extreme-Parkour-with-Legged-Robots/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0658,198,UNREAD,FULL_TEXT_CHECKED,2022,CoRL,Walk These Ways: Tuning Robot Control for Generalization with Multiplicity of Behavior,./2022/CoRL/2022_CoRL_Walk-These-Ways-Tuning-Robot-Control-for-Generalization-wi/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0601,199,UNREAD,FULL_TEXT_CHECKED,2024,CoRL,HumanPlus: Humanoid Shadowing and Imitation from Humans,./2024/CoRL/2024_CoRL_HumanPlus-Humanoid-Shadowing-and-Imitation-from-Humans/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0607,200,UNREAD,FULL_TEXT_CHECKED,2025,RSS,ASAP: Aligning Simulation and Real-World Physics for Learning Agile Humanoid Whole-Body Skills,./2025/RSS/2025_RSS_ASAP-Aligning-Simulation-and-Real-World-Physics-for-Learni/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0606,201,UNREAD,FULL_TEXT_CHECKED,2025,RSS,LangWBC: Language-Directed Humanoid Whole-Body Control via End-to-End Learning,./2025/RSS/2025_RSS_LangWBC-Language-Directed-Humanoid-Whole-Body-Control-via/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0671,202,UNREAD,FULL_TEXT_CHECKED,2025,RSS,RoboPanoptes: The All-Seeing Robot with Whole-body Dexterity,./2025/RSS/2025_RSS_RoboPanoptes-The-All-Seeing-Robot-with-Whole-body-Dexterit/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0670,203,UNREAD,FULL_TEXT_CHECKED,2024,RSS,Demonstrating OK-Robot: What Really Matters in Integrating Open-Knowledge Models for Robotics,./2024/RSS/2024_RSS_Demonstrating-OK-Robot-What-Really-Matters-in-Integrating/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0611,204,UNREAD,FULL_TEXT_CHECKED,2026,ICLR,HWC-Loco: A Hierarchical Whole-Body Control Approach to Robust Humanoid Locomotion,./2026/ICLR/2026_ICLR_HWC-Loco-A-Hierarchical-Whole-Body-Control-Approach-to-Rob/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0613,205,UNREAD,FULL_TEXT_CHECKED,2026,CVPR,VIRAL: Visual Sim-to-Real at Scale for Humanoid Loco-Manipulation,./2026/CVPR/2026_CVPR_VIRAL-Visual-Sim-to-Real-at-Scale-for-Humanoid-Loco-Manipu/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0265,206,UNREAD,FULL_TEXT_CHECKED,2024,RA-L,Language-Grounded Dynamic Scene Graphs for Interactive Object Search with Mobile Manipulation,./2024/RA-L/2024_RA-L_Language-Grounded-Dynamic-Scene-Graphs-for-Interactive-Obj/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0269,207,UNREAD,FULL_TEXT_CHECKED,2025,RA-L,Dynamic Open-Vocabulary 3D Scene Graphs for Long-term Language-Guided Mobile Manipulation,./2025/RA-L/2025_RA-L_Dynamic-Open-Vocabulary-3D-Scene-Graphs-for-Long-term-Lang/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0604,208,UNREAD,FULL_TEXT_CHECKED,2025,RSS,AMO: Adaptive Motion Optimization for Hyper-Dexterous Humanoid Whole-Body Control,./2025/RSS/2025_RSS_AMO-Adaptive-Motion-Optimization-for-Hyper-Dexterous-Human/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0673,209,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Demonstrating MOSART: Opening Articulated Structures in the Real World,./2025/RSS/2025_RSS_Demonstrating-MOSART-Opening-Articulated-Structures-in-the/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0609,210,UNREAD,FULL_TEXT_CHECKED,2025,RSS,HOMIE: Humanoid Loco-Manipulation with Isomorphic Exoskeleton Cockpit,./2025/RSS/2025_RSS_HOMIE-Humanoid-Loco-Manipulation-with-Isomorphic-Exoskelet/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0743,211,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Flying Hand: End-Effector-Centric Framework for Versatile Aerial Manipulation Teleoperation and Policy Learning,./2025/RSS/2025_RSS_Flying-Hand-End-Effector-Centric-Framework-for-Versatile-A/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0578,212,UNREAD,FULL_TEXT_CHECKED,2024,CVPR,"SPIN: Simultaneous Perception, Interaction and Navigation",./2024/CVPR/2024_CVPR_SPIN-Simultaneous-Perception-Interaction-and-Navigation/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0603,213,UNREAD,FULL_TEXT_CHECKED,2024,CoRL,WoCoCo: Learning Whole-Body Humanoid Control with Sequential Contacts,./2024/CoRL/2024_CoRL_WoCoCo-Learning-Whole-Body-Humanoid-Control-with-Sequentia/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0927,214,UNREAD,FULL_TEXT_CHECKED,2023,CoRL,ViNT: A Foundation Model for Visual Navigation,./2023/CoRL/2023_CoRL_ViNT-A-Foundation-Model-for-Visual-Navigation/01_overview.md,,,,,,,,,
NEXT,"Locomotion, whole-body control, mobile manipulation, and humanoids","Locomotion, whole-body, mobile manipulation, and humanoids",pr-0928,215,UNREAD,FULL_TEXT_CHECKED,2024,RSS,GOAT: GO to Any Thing,./2024/RSS/2024_RSS_GOAT-GO-to-Any-Thing/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0712,216,UNREAD,FULL_TEXT_CHECKED,2021,ICCV,Where2Act: From Pixels to Actions for Articulated 3D Objects,./2021/ICCV/2021_ICCV_Where2Act-From-Pixels-to-Actions-for-Articulated-3D-Object/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0715,217,UNREAD,FULL_TEXT_CHECKED,2022,RSS,FlowBot3D: Learning 3D Articulation Flow to Manipulate Articulated Objects,./2022/RSS/2022_RSS_FlowBot3D-Learning-3D-Articulation-Flow-to-Manipulate-Arti/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0714,218,UNREAD,FULL_TEXT_CHECKED,2022,CVPR,Ditto: Building Digital Twins of Articulated Objects from Interaction,./2022/CVPR/2022_CVPR_Ditto-Building-Digital-Twins-of-Articulated-Objects-from-I/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0028,219,UNREAD,FULL_TEXT_CHECKED,2023,ICRA,VLMaps: Visual-Language Maps for Robot Navigation,./2023/ICRA/2023_ICRA_VLMaps-Visual-Language-Maps-for-Robot-Navigation/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0760,220,UNREAD,FULL_TEXT_CHECKED,2024,CVPR,SUGAR: Pre-training 3D Visual Representations for Robotics,./2024/CVPR/2024_CVPR_SUGAR-Pre-training-3D-Visual-Representations-for-Robotics/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0284,221,UNREAD,FULL_TEXT_CHECKED,2025,IROS,Splat-Nav: Safe Real-Time Robot Navigation in Gaussian Splatting Maps,./2025/IROS/2025_IROS_Splat-Nav-Safe-Real-Time-Robot-Navigation-in-Gaussian-Spla/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0772,222,UNREAD,FULL_TEXT_CHECKED,2025,CVPR,RoboSpatial: Teaching Spatial Understanding to 2D and 3D Vision-Language Models for Robotics,./2025/CVPR/2025_CVPR_RoboSpatial-Teaching-Spatial-Understanding-to-2D-and-3D-Vi/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0272,223,UNREAD,FULL_TEXT_CHECKED,2026,RA-L,PointVLA: Injecting the 3D World into Vision-Language-Action Models,./2026/RA-L/2026_RA-L_PointVLA-Injecting-the-3D-World-into-Vision-Language-Actio/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0889,224,UNREAD,FULL_TEXT_CHECKED,2025,RSS,Vysics: Object Reconstruction Under Occlusion by Fusing Vision and Contact-Rich Physics,./2025/RSS/2025_RSS_Vysics-Object-Reconstruction-Under-Occlusion-by-Fusing-Vis/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0713,225,UNREAD,FULL_TEXT_CHECKED,2021,ICCV,Act the Part: Learning Interaction Strategies for Articulated Object Part Discovery,./2021/ICCV/2021_ICCV_Act-the-Part-Learning-Interaction-Strategies-for-Articulat/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0717,226,UNREAD,FULL_TEXT_CHECKED,2023,NeurIPS,Where2Explore: Few-shot Affordance Learning for Unseen Novel Categories of Articulated Objects,./2023/NeurIPS/2023_NeurIPS_Where2Explore-Few-shot-Affordance-Learning-for-Unseen-Nove/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0263,227,UNREAD,FULL_TEXT_CHECKED,2024,RA-L,Clio: Real-time Task-Driven Open-Set 3D Scene Graphs,./2024/RA-L/2024_RA-L_Clio-Real-time-Task-Driven-Open-Set-3D-Scene-Graphs/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0270,228,UNREAD,FULL_TEXT_CHECKED,2025,RA-L,"HAMMER: Heterogeneous, Multi-Robot Semantic Gaussian Splatting",./2025/RA-L/2025_RA-L_HAMMER-Heterogeneous-Multi-Robot-Semantic-Gaussian-Splatti/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0194,229,UNREAD,FULL_TEXT_CHECKED,2026,ICRA,"VISTA: Open-Vocabulary, Task-Relevant Robot Exploration with Online Semantic Gaussian Splatting",./2026/ICRA/2026_ICRA_VISTA-Open-Vocabulary-Task-Relevant-Robot-Exploration-with/01_overview.md,,,,,,,,,
NEXT,Active and embodied 3D Vision,Robotics-enabling 3D perception,pr-0111,230,UNREAD,FULL_TEXT_CHECKED,2025,NeurIPS,RoboRefer: Towards Spatial Referring with Reasoning in Vision-Language Models for Robotics,./2025/NeurIPS/2025_NeurIPS_RoboRefer-Towards-Spatial-Referring-with-Reasoning-in-Visi/01_overview.md,,,,,,,,,
